epoch,train_loss,test_loss
0,1.063331851318701,1.1849864144234141
1,0.7547382091535434,0.8620075245571744
2,0.5548522209625508,0.6614706664328363
3,0.5175928983257524,0.6428754827019515
4,0.5032283965426722,0.6893404532390036
5,0.4938205359523484,0.6032691470756653
6,0.4880562150306793,0.5831538951321013
7,0.4823821163984504,0.5998156934407106
8,0.4782975152420845,0.6116152264320167
9,0.47638252094737504,0.5801702830821845
10,0.47313676342399896,0.6081080244984597
11,0.4706515765139289,0.5868959368034533
12,0.4691396486609856,0.6017198796105233
13,0.46769666101441965,0.5711755117603169
14,0.4661820303720198,0.6181474641250198
