epoch,train_loss,test_loss
0,0.9602607710084428,1.1268388363206463
1,0.7508569098294162,0.9410148061764468
2,0.7298956964570068,0.809818191133487
3,0.7167978262596293,0.8149841759994532
4,0.7136356394682357,0.7958637196926555
5,0.7062330982768967,0.7915214539333514
6,0.7037904690196519,0.7906922401895948
7,0.701860256095939,0.7981269389960417
8,0.7005423728082734,0.8149917609752364
9,0.6988920554169206,0.7777516147133651
10,0.6960391845149018,0.7769994088418924
11,0.6956435919824694,0.7717931114943923
12,0.6943253210422072,0.7861085573958743
13,0.6930456401696846,0.7811735921604618
14,0.6930152311571626,0.7663566595429827
