epoch,train_loss,test_loss
0,0.7471938559134801,0.6685623730063438
1,0.32668548971017203,0.3943221982836723
2,0.278610610862573,0.3686487048745155
3,0.2638810605883598,0.3518172935128212
4,0.2569146866222223,0.3601466786265373
5,0.2526111334164937,0.3368258426070213
6,0.24684366828600565,0.33168867563009263
7,0.24471611154675485,0.320721908390522
8,0.24302232313553493,0.3258437087059021
9,0.24052558144927025,0.31776954303979876
10,0.23726426195502281,0.3303121283531189
11,0.23678226385712622,0.32581881235837934
12,0.23498012008269628,0.3304514904975891
13,0.2350602982123693,0.32001755487918854
14,0.23534926924904187,0.31429759140014646
