epoch,train_loss,test_loss
0,1.123865301304675,1.3245467513799667
1,0.8003892878268627,1.0499981448054314
2,0.7574544165996795,0.9852027952671051
3,0.6712697240900486,0.9162397757172585
4,0.5248657970986468,0.7491742193698883
5,0.503322829591467,0.6870018817484379
6,0.49275522384237735,0.692643178999424
7,0.4844689243651451,0.6177476070821285
8,0.47901791460970616,1.083374172449112
9,0.47524782507977587,0.6201518930494785
10,0.4722800722781648,0.6299600586295128
11,0.46919243513269626,0.5944891013205051
12,0.4680631950814673,0.617912882566452
13,0.4667121357106148,0.5932040229439736
14,0.46490347537588567,0.5950385674834251
