epoch,train_loss,test_loss
0,0.8640744059896672,0.7641855261887714
1,0.5419586775367702,1.4328874091433872
2,0.5094036967960248,0.6115335245041331
3,0.4934980087855986,0.6013438794643257
4,0.48734643597846855,1.0455205208936316
5,0.4805724710734414,0.5949086670283299
6,0.4759620961461113,0.5783500485359483
7,0.4724523063375752,0.5637839257147661
8,0.46921478861621196,0.5584009701658965
9,0.4711754440403442,0.5633872207372811
10,0.4676901245358656,0.5828720882629893
11,0.46590038396910566,0.5511794657843887
12,0.46476973636127483,0.6307923877315157
13,0.46536014305312495,0.5606361676932899
14,0.4633453800352906,0.5511419321321378
