epoch,train_loss,test_loss
0,0.9709711626489111,1.712945556640625
1,0.5303632175668757,1.117176502943039
2,0.5024734730416156,0.6054746076464653
3,0.48744521153734083,1.4060221791267395
4,0.48067031058859316,0.6525434523820877
5,0.47778694033622743,0.604719278216362
6,0.47135106033467233,0.5973437257111073
7,0.46896193623542787,0.6357306636869907
8,0.4659041373019523,0.5881558142602443
9,0.4646267242888187,0.590828238427639
10,0.4639335166900716,0.572877037525177
11,0.4622970293176935,0.575076524168253
12,0.4634015610877504,0.5819325521588326
13,0.46280599084306273,0.5625780336558819
14,0.46190204493542936,0.5888159960508347
