epoch,train_loss,test_loss
0,0.6135552873790264,0.479691478914727
1,0.29534153633316357,0.4772892833565371
2,0.2712204935471217,0.359140411150246
3,0.2604044199625651,0.3757579939695783
4,0.2542477577288946,0.3466551586057241
5,0.2490067987203598,0.33731344869485297
6,0.24538549143274624,0.3368962795351641
7,0.24183647300402322,0.34872847750259284
8,0.2401460276087125,0.32481634991761216
9,0.23851065255006154,0.32578965822776285
10,0.23665078953901927,0.32493760524847254
11,0.23633608958919844,0.32632467308983254
12,0.23521691060860953,0.3318000901787997
13,0.23423189812699954,0.34126062753101505
14,0.23662119107445082,0.3366414377697931
