epoch,train_loss,test_loss
0,0.367943580442667,0.4957169548343546
1,0.06901131300727527,0.2095288872099913
2,0.04424255838394165,0.13775933825503142
3,0.03221423363685608,0.14322280820709066
4,0.024573377346992494,0.16899233448286408
5,0.02022994289199511,0.14392738076397024
6,0.015405432707071304,0.09897284146648246
7,0.014086584168672561,0.10026976543541152
8,0.009483888431390126,0.10068343928494393
9,0.00841076700091362,0.1017043161720704
10,0.0068291691203912095,0.10517211830892122
11,0.006070490058263143,0.1122317195843203
12,0.0045886298457781475,0.10863078935458638
13,0.0034441626807053885,0.10557657499282885
14,0.003501782872279485,0.09848684310532226
