epoch,train_loss,test_loss
0,0.5529690863152344,0.3646321025328895
1,0.09650814065933228,0.2402061396323073
2,0.05998667719960213,0.17841274529314652
3,0.04202327157656352,0.16043902156404413
4,0.03369481806953748,0.15539999635884175
5,0.026604071666797003,0.1629002637470873
6,0.020052026639382044,0.14712151003102905
7,0.016483520887295405,0.11234396312849972
8,0.013603205009301504,0.11699994985525981
9,0.012075123848517735,0.14330075188471486
10,0.010420902585983277,0.1120982649512946
11,0.007561225245396297,0.12969278889342237
12,0.00649279790520668,0.11906413505442988
13,0.004949230364958445,0.12348150704710628
14,0.004460362370808919,0.12421149693834134
