epoch,train_loss,test_loss
0,1.9322456623395283,2.0112570196151736
1,1.8804252504666645,1.9228386903762817
2,1.866959781773885,1.8934343437194825
3,1.8616711048444112,1.8897139095306397
4,1.855444175084432,1.8715582052230835
5,1.8526572873910268,1.8731996458053588
6,1.8501889187177023,1.866982280731201
7,1.8487274003982543,1.868565976715088
8,1.847457991997401,1.8767421047210693
9,1.8470016090710957,1.8854275760650634
10,1.84597671845754,1.8806757694244385
11,1.8462535908381144,1.8675700714111327
12,1.8448443178653717,1.8645182777404785
13,1.8453099141756693,1.8686478233337402
14,1.8445065930048625,1.8647698421478272
