epoch,train_loss,test_loss
0,1.2173543913023812,1.2858137420461149
1,0.8376563786189439,1.1112544717667978
2,0.7825595432761382,0.9476726477659201
3,0.6147219007457497,0.9999145133585869
4,0.5379518144674647,0.7262250369862665
5,0.5169975654656953,0.6782755591446841
6,0.5045697737032416,0.6746992732905135
7,0.4954040111509213,0.6362317630761787
8,0.48965813921712864,0.6877017417286015
9,0.4852115511576504,0.6259592424465131
10,0.481674305697494,0.6445590408542489
11,0.47664505113035377,0.6104324026198327
12,0.4748979353510749,0.6174343247202378
13,0.47342259314522817,0.6818400519558147
14,0.47078987466755196,0.6335457865195938
