epoch,train_loss,test_loss
0,0.6210558809069936,0.6671307449099384
1,0.0920361192789731,0.40421601677242713
2,0.05561375612420822,0.20882175825064694
3,0.03806492604656832,0.2998989311200154
4,0.028472597371222878,0.2911917687971381
5,0.021876892996336352,0.20920807373108743
6,0.016621930201027566,0.16169103517939773
7,0.012776615383075689,0.1252468972572986
8,0.010191108173589463,0.1696765966996362
9,0.007248983509949783,0.1493554787498109
10,0.006503737100691937,0.14167650378768956
11,0.0028064296102282334,0.14309340287471498
12,0.002214065637749268,0.12840191271344695
13,0.0024936621857763355,0.12408749603583843
14,0.0019760505462101084,0.121673502629222
