epoch,train_loss,test_loss
0,0.49750989422932873,0.36136745501168166
1,0.06868461738509346,0.239509282327151
2,0.042612876284367114,0.20711420386841026
3,0.02921540428127752,0.17092379121274887
4,0.02176638885137083,0.14108273434110835
5,0.0164623213673769,0.15908081629136694
6,0.011488896198888451,0.12250250804273388
7,0.00955685475436069,0.11529174225428436
8,0.008767469043432395,0.12300979717387052
9,0.0050416385098648415,0.11085698800750926
10,0.004643434736091318,0.11948899988415121
11,0.002650840642149257,0.12596229371862322
12,0.0013485546479486167,0.10554683009233279
13,0.0010507543827456705,0.10213146719468545
14,0.0007306051797415716,0.10076853582234699
