epoch,train_loss,test_loss
0,0.7572322999998959,0.7863431372974492
1,0.3983768803923369,0.5718582646001743
2,0.2794524198973865,0.4168793460990809
3,0.2644353412838379,0.5275546995144856
4,0.25406355418757337,0.5865268511108205
5,0.2483477826947088,0.4661418418341045
6,0.24503256804716866,0.4057641214207758
7,0.2387806401768727,0.356412407529505
8,0.23621586676853806,0.3490649746565879
9,0.2343772032748916,0.3335700065274782
10,0.23361998431082728,0.3355000090749958
11,0.23318942979391197,0.43500506689276874
12,0.23467347836062344,0.3764117231851892
13,0.23629082156333334,0.3950870220042482
14,0.2347104716212002,0.3443057029684888
