epoch,train_loss,test_loss
0,1.4627361005925117,1.4228113383054732
1,0.9310629002591397,1.1492102205753327
2,0.8390588613266641,1.1470364928245544
3,0.8000615033697575,1.1217960014939308
4,0.7756739053320377,1.03482985496521
5,0.7598868730220388,1.0326927721500396
6,0.7484394489450658,0.950587897002697
7,0.648088298325843,0.8747078403830528
8,0.5477156282739436,0.886057685315609
9,0.5257864813855354,0.6984164252877235
10,0.5143475840700433,0.7494449213147163
11,0.5046429455280304,0.6715405449271202
12,0.498338953104425,0.7108813226222992
13,0.49334370975798747,0.8879257991909981
14,0.4882088191965793,0.6568327158689499
