epoch,train_loss,test_loss
0,1.2519290143492887,1.1692345772579218
1,0.9769902588334928,1.126484754358887
2,0.9585717431644896,1.1008696761100916
3,0.9467416889886103,1.0165073450203914
4,0.9415419520472667,1.0534546773904447
5,0.9368416194214242,1.008490817182383
6,0.9323988932409266,1.0031610746292552
7,0.9330034427551318,1.0051794678542265
8,0.9295442715001259,0.9914695123198686
9,0.9278534544683469,0.9978397579709436
10,0.9255185590496958,0.9958367347717285
11,0.9260272644857354,1.0329421823191796
12,0.9250501075914419,0.999217269526925
13,0.9247108715683666,0.9946376943284538
14,0.9236385519189367,0.9924447027740965
